cluster,timestamp,hour,trip_count,total_fare
24.0,2024-06-14 09:00:00,9,22,1279.74
24.0,2024-06-14 10:00:00,10,29,1007.0000000000001
24.0,2024-06-14 11:00:00,11,18,768.0299999999999
24.0,2024-06-14 12:00:00,12,16,630.5500000000002
24.0,2024-06-14 13:00:00,13,24,1100.3400000000001
24.0,2024-06-14 14:00:00,14,24,959.6600000000001
24.0,2024-06-14 15:00:00,15,24,949.4799999999999
24.0,2024-06-14 16:00:00,16,35,1548.47
24.0,2024-06-14 17:00:00,17,42,1810.36
24.0,2024-06-14 18:00:00,18,44,1724.8399999999997
24.0,2024-06-14 19:00:00,19,69,2500.769999999999
24.0,2024-06-14 20:00:00,20,29,1238.54
24.0,2024-06-14 21:00:00,21,50,2013.92
24.0,2024-06-14 22:00:00,22,34,1426.3300000000002
24.0,2024-06-14 23:00:00,23,41,1583.45
24.0,2024-06-15 00:00:00,0,35,1519.46
24.0,2024-06-15 01:00:00,1,36,1554.0
24.0,2024-06-15 02:00:00,2,22,1196.93
24.0,2024-06-15 03:00:00,3,31,1608.17
24.0,2024-06-15 04:00:00,4,42,2103.8100000000004
24.0,2024-06-15 05:00:00,5,28,1487.99
24.0,2024-06-15 06:00:00,6,24,1139.6699999999998
24.0,2024-06-15 07:00:00,7,21,1219.9599999999998
24.0,2024-06-15 08:00:00,8,28,1227.4100000000003
24.0,2024-06-15 09:00:00,9,31,1785.9100000000003
24.0,2024-06-15 10:00:00,10,38,1852.45
24.0,2024-06-15 11:00:00,11,23,977.82
24.0,2024-06-15 12:00:00,12,24,1320.52
24.0,2024-06-15 13:00:00,13,41,1691.1100000000001
24.0,2024-06-15 14:00:00,14,39,1859.82
24.0,2024-06-15 15:00:00,15,31,1230.94
24.0,2024-06-15 16:00:00,16,38,1631.94
24.0,2024-06-15 17:00:00,17,31,1346.04
24.0,2024-06-15 18:00:00,18,46,2062.5499999999997
24.0,2024-06-15 19:00:00,19,44,1744.45
24.0,2024-06-15 20:00:00,20,33,1267.48
24.0,2024-06-15 21:00:00,21,35,1459.4000000000003
24.0,2024-06-15 22:00:00,22,45,2257.69
24.0,2024-06-15 23:00:00,23,66,3324.1799999999994
24.0,2024-06-16 00:00:00,0,51,2209.2999999999993
24.0,2024-06-16 01:00:00,1,36,1384.3800000000006
24.0,2024-06-16 02:00:00,2,56,2736.1900000000005
24.0,2024-06-16 03:00:00,3,46,2574.9400000000005
24.0,2024-06-16 04:00:00,4,40,2673.81
24.0,2024-06-16 05:00:00,5,21,1065.54
24.0,2024-06-16 06:00:00,6,17,907.77
24.0,2024-06-16 07:00:00,7,22,1227.73
24.0,2024-06-16 08:00:00,8,20,1046.56
24.0,2024-06-16 09:00:00,9,19,1277.7099999999996
24.0,2024-06-16 10:00:00,10,22,1322.48
24.0,2024-06-16 11:00:00,11,24,1327.21
24.0,2024-06-16 12:00:00,12,24,1426.5100000000002
24.0,2024-06-16 13:00:00,13,40,2159.7999999999997
24.0,2024-06-16 14:00:00,14,22,1476.14
24.0,2024-06-16 15:00:00,15,36,1962.96
24.0,2024-06-16 16:00:00,16,44,2318.9199999999996
24.0,2024-06-16 17:00:00,17,31,1376.3400000000001
24.0,2024-06-16 18:00:00,18,36,2145.96
24.0,2024-06-16 19:00:00,19,36,1590.18
24.0,2024-06-16 20:00:00,20,37,1847.38
24.0,2024-06-16 21:00:00,21,26,1457.5400000000004
24.0,2024-06-16 22:00:00,22,28,1321.28
24.0,2024-06-16 23:00:00,23,42,2277.1099999999997
24.0,2024-06-17 00:00:00,0,26,1197.0799999999997
24.0,2024-06-17 01:00:00,1,13,493.74000000000007
24.0,2024-06-17 02:00:00,2,12,561.62
24.0,2024-06-17 03:00:00,3,5,219.34
24.0,2024-06-17 04:00:00,4,10,577.72
24.0,2024-06-17 05:00:00,5,13,505.6
24.0,2024-06-17 06:00:00,6,20,919.3399999999999
24.0,2024-06-17 07:00:00,7,18,1146.8
24.0,2024-06-17 08:00:00,8,26,1023.8600000000001
24.0,2024-06-17 09:00:00,9,29,1624.0099999999998
24.0,2024-06-17 10:00:00,10,23,953.6300000000001
24.0,2024-06-17 11:00:00,11,22,832.8299999999999
24.0,2024-06-17 12:00:00,12,11,585.37
24.0,2024-06-17 13:00:00,13,19,952.4399999999999
24.0,2024-06-17 14:00:00,14,26,1126.0399999999997
24.0,2024-06-17 15:00:00,15,16,681.73
24.0,2024-06-17 16:00:00,16,21,1204.71
24.0,2024-06-17 17:00:00,17,23,846.5600000000001
24.0,2024-06-17 18:00:00,18,27,1243.9199999999998
24.0,2024-06-17 19:00:00,19,22,809.2300000000001
24.0,2024-06-17 20:00:00,20,19,592.15
24.0,2024-06-17 21:00:00,21,15,600.43
24.0,2024-06-17 22:00:00,22,18,714.3800000000002
24.0,2024-06-17 23:00:00,23,21,892.64
24.0,2024-06-18 00:00:00,0,11,370.72
24.0,2024-06-18 01:00:00,1,7,329.99
24.0,2024-06-18 02:00:00,2,6,188.99
24.0,2024-06-18 03:00:00,3,5,163.97000000000003
24.0,2024-06-18 04:00:00,4,9,422.32000000000005
24.0,2024-06-18 05:00:00,5,6,318.46
24.0,2024-06-18 06:00:00,6,13,713.4800000000001
24.0,2024-06-18 07:00:00,7,33,1500.6799999999998
24.0,2024-06-18 08:00:00,8,31,1265.4499999999998
24.0,2024-06-18 09:00:00,9,21,888.2399999999999
24.0,2024-06-18 10:00:00,10,27,1708.76
24.0,2024-06-18 11:00:00,11,20,822.9699999999999
24.0,2024-06-18 12:00:00,12,23,1103.1200000000001
24.0,2024-06-18 13:00:00,13,19,640.72
24.0,2024-06-18 14:00:00,14,25,1161.6600000000003
24.0,2024-06-18 15:00:00,15,22,1053.1
24.0,2024-06-18 16:00:00,16,20,922.9800000000001
24.0,2024-06-18 17:00:00,17,25,1224.0100000000002
24.0,2024-06-18 18:00:00,18,29,1174.35
24.0,2024-06-18 19:00:00,19,28,920.9999999999999
24.0,2024-06-18 20:00:00,20,16,538.37
24.0,2024-06-18 21:00:00,21,22,861.2
24.0,2024-06-18 22:00:00,22,31,1316.2900000000002
24.0,2024-06-18 23:00:00,23,26,953.6800000000003
24.0,2024-06-19 00:00:00,0,26,852.7399999999999
24.0,2024-06-19 01:00:00,1,14,403.37
24.0,2024-06-19 02:00:00,2,9,476.81
24.0,2024-06-19 03:00:00,3,4,189.03
24.0,2024-06-19 04:00:00,4,6,341.67999999999995
24.0,2024-06-19 05:00:00,5,6,334.74
24.0,2024-06-19 06:00:00,6,11,494.9100000000001
24.0,2024-06-19 07:00:00,7,18,815.2900000000001
24.0,2024-06-19 08:00:00,8,10,483.15999999999997
24.0,2024-06-19 09:00:00,9,26,1471.9299999999996
24.0,2024-06-19 10:00:00,10,32,1540.27
24.0,2024-06-19 11:00:00,11,22,986.7699999999999
24.0,2024-06-19 12:00:00,12,23,1195.7900000000002
24.0,2024-06-19 13:00:00,13,21,717.8900000000002
24.0,2024-06-19 14:00:00,14,23,862.91
24.0,2024-06-19 15:00:00,15,29,1292.9099999999999
24.0,2024-06-19 16:00:00,16,33,1111.8199999999997
24.0,2024-06-19 17:00:00,17,27,1004.2499999999999
24.0,2024-06-19 18:00:00,18,35,1357.81
24.0,2024-06-19 19:00:00,19,30,1280.35
24.0,2024-06-19 20:00:00,20,27,1043.49
24.0,2024-06-19 21:00:00,21,24,876.3700000000001
24.0,2024-06-19 22:00:00,22,26,952.95
24.0,2024-06-19 23:00:00,23,19,679.1300000000002
24.0,2024-06-20 00:00:00,0,21,912.0700000000002
24.0,2024-06-20 01:00:00,1,9,292.61
24.0,2024-06-20 02:00:00,2,7,231.15000000000003
24.0,2024-06-20 03:00:00,3,3,61.56999999999999
24.0,2024-06-20 04:00:00,4,5,169.04000000000002
24.0,2024-06-20 05:00:00,5,16,739.2199999999998
24.0,2024-06-20 06:00:00,6,14,748.7099999999999
24.0,2024-06-20 07:00:00,7,32,1706.3699999999997
24.0,2024-06-20 08:00:00,8,34,1616.41
24.0,2024-06-20 09:00:00,9,17,789.6300000000001
24.0,2024-06-20 10:00:00,10,26,1155.4400000000003
24.0,2024-06-20 11:00:00,11,24,911.6600000000001
24.0,2024-06-20 12:00:00,12,29,1188.1100000000001
24.0,2024-06-20 13:00:00,13,26,1167.99
24.0,2024-06-20 14:00:00,14,22,746.88
24.0,2024-06-20 15:00:00,15,23,773.5200000000001
24.0,2024-06-20 16:00:00,16,28,1054.0399999999997
24.0,2024-06-20 17:00:00,17,23,905.25
24.0,2024-06-20 18:00:00,18,35,1384.46
24.0,2024-06-20 19:00:00,19,31,1056.1999999999998
24.0,2024-06-20 20:00:00,20,19,663.2800000000001
24.0,2024-06-20 21:00:00,21,22,930.4
24.0,2024-06-20 22:00:00,22,14,514.6
24.0,2024-06-20 23:00:00,23,31,1034.74
24.0,2024-06-21 00:00:00,0,17,573.9
24.0,2024-06-21 01:00:00,1,12,461.45
24.0,2024-06-21 02:00:00,2,9,464.93000000000006
24.0,2024-06-21 03:00:00,3,13,411.96999999999997
24.0,2024-06-21 04:00:00,4,13,566.9300000000001
24.0,2024-06-21 05:00:00,5,17,1001.7900000000001
24.0,2024-06-21 06:00:00,6,25,1340.5700000000002
24.0,2024-06-21 07:00:00,7,24,1213.4099999999996
24.0,2024-06-21 08:00:00,8,20,770.3400000000001
24.0,2024-06-21 09:00:00,9,32,1112.59
24.0,2024-06-21 10:00:00,10,25,969.4299999999997
24.0,2024-06-21 11:00:00,11,35,1556.93
24.0,2024-06-21 12:00:00,12,17,700.8500000000001
24.0,2024-06-21 13:00:00,13,35,1578.8600000000001
24.0,2024-06-21 14:00:00,14,34,1435.83
24.0,2024-06-21 15:00:00,15,38,1602.16
24.0,2024-06-21 16:00:00,16,31,1260.98
24.0,2024-06-21 17:00:00,17,36,1419.4599999999996
24.0,2024-06-21 18:00:00,18,43,1614.0200000000004
24.0,2024-06-21 19:00:00,19,38,1388.7600000000002
24.0,2024-06-21 20:00:00,20,32,1215.36
24.0,2024-06-21 21:00:00,21,45,1844.5900000000001
24.0,2024-06-21 22:00:00,22,38,1288.7599999999993
24.0,2024-06-21 23:00:00,23,54,1961.7300000000002
24.0,2024-06-22 00:00:00,0,44,1727.8800000000003
24.0,2024-06-22 01:00:00,1,43,1759.06
24.0,2024-06-22 02:00:00,2,36,1562.44
24.0,2024-06-22 03:00:00,3,23,1111.5900000000001
24.0,2024-06-22 04:00:00,4,25,1366.54
24.0,2024-06-22 05:00:00,5,19,1053.57
24.0,2024-06-22 06:00:00,6,12,460.17999999999995
24.0,2024-06-22 07:00:00,7,19,1085.5600000000002
24.0,2024-06-22 08:00:00,8,21,1142.75
24.0,2024-06-22 09:00:00,9,21,950.1
24.0,2024-06-22 10:00:00,10,30,1724.1499999999996
24.0,2024-06-22 11:00:00,11,30,1779.9999999999998
24.0,2024-06-22 12:00:00,12,36,2176.0599999999995
24.0,2024-06-22 13:00:00,13,33,1251.6300000000003
24.0,2024-06-22 14:00:00,14,38,1686.8999999999999
24.0,2024-06-22 15:00:00,15,38,1737.62
24.0,2024-06-22 16:00:00,16,44,2078.68
24.0,2024-06-22 17:00:00,17,30,1401.25
24.0,2024-06-22 18:00:00,18,42,1713.7099999999996
24.0,2024-06-22 19:00:00,19,74,3028.1800000000007
24.0,2024-06-22 20:00:00,20,58,2318.54
24.0,2024-06-22 21:00:00,21,51,2358.169999999999
24.0,2024-06-22 22:00:00,22,51,2104.690000000001
24.0,2024-06-22 23:00:00,23,64,2703.130000000001
24.0,2024-06-23 00:00:00,0,79,3447.0200000000023
24.0,2024-06-23 01:00:00,1,44,2037.94
24.0,2024-06-23 02:00:00,2,44,2207.8499999999995
24.0,2024-06-23 03:00:00,3,28,1687.9
24.0,2024-06-23 04:00:00,4,34,1763.9700000000003
24.0,2024-06-23 05:00:00,5,33,1575.7099999999998
24.0,2024-06-23 06:00:00,6,17,801.12
24.0,2024-06-23 07:00:00,7,19,1109.79
24.0,2024-06-23 08:00:00,8,29,1300.3000000000002
24.0,2024-06-23 09:00:00,9,32,1430.48
24.0,2024-06-23 10:00:00,10,21,917.0300000000003
24.0,2024-06-23 11:00:00,11,27,1365.87
24.0,2024-06-23 12:00:00,12,17,769.0200000000001
24.0,2024-06-23 13:00:00,13,25,1126.77
24.0,2024-06-23 14:00:00,14,36,1447.2900000000002
24.0,2024-06-23 15:00:00,15,39,1450.9500000000003
24.0,2024-06-23 16:00:00,16,25,904.09
24.0,2024-06-23 17:00:00,17,28,1133.2499999999998
24.0,2024-06-23 18:00:00,18,31,961.8399999999999
24.0,2024-06-23 19:00:00,19,33,1298.4899999999998
24.0,2024-06-23 20:00:00,20,34,1329.1499999999999
24.0,2024-06-23 21:00:00,21,23,744.9399999999999
24.0,2024-06-23 22:00:00,22,35,1331.13
24.0,2024-06-23 23:00:00,23,27,1045.8700000000001
24.0,2024-06-24 00:00:00,0,18,543.7
24.0,2024-06-24 01:00:00,1,13,371.46000000000004
24.0,2024-06-24 02:00:00,2,9,272.6
24.0,2024-06-24 03:00:00,3,10,403.3
24.0,2024-06-24 04:00:00,4,5,333.59999999999997
24.0,2024-06-24 05:00:00,5,16,816.9
24.0,2024-06-24 06:00:00,6,13,618.2399999999999
24.0,2024-06-24 07:00:00,7,24,1335.8799999999999
24.0,2024-06-24 08:00:00,8,29,1269.6099999999997
24.0,2024-06-24 09:00:00,9,17,877.94
24.0,2024-06-24 10:00:00,10,18,777.4799999999999
24.0,2024-06-24 11:00:00,11,21,1220.75
24.0,2024-06-24 12:00:00,12,14,683.7900000000001
24.0,2024-06-24 13:00:00,13,19,909.9899999999999
24.0,2024-06-24 14:00:00,14,16,676.65
24.0,2024-06-24 15:00:00,15,19,763.34
24.0,2024-06-24 16:00:00,16,14,712.4000000000001
24.0,2024-06-24 17:00:00,17,14,652.6600000000001
24.0,2024-06-24 18:00:00,18,19,640.4299999999998
24.0,2024-06-24 19:00:00,19,30,1192.5900000000001
24.0,2024-06-24 20:00:00,20,21,720.5799999999999
24.0,2024-06-24 21:00:00,21,22,670.02
24.0,2024-06-24 22:00:00,22,18,619.1500000000001
24.0,2024-06-24 23:00:00,23,21,910.1399999999999
24.0,2024-06-25 00:00:00,0,15,450.76
24.0,2024-06-25 01:00:00,1,9,349.13
24.0,2024-06-25 02:00:00,2,6,227.82
24.0,2024-06-25 03:00:00,3,4,264.52
24.0,2024-06-25 04:00:00,4,7,185.82999999999998
24.0,2024-06-25 05:00:00,5,5,332.72999999999996
24.0,2024-06-25 06:00:00,6,20,1052.0700000000002
24.0,2024-06-25 07:00:00,7,26,1224.0199999999998
24.0,2024-06-25 08:00:00,8,25,1168.1599999999996
24.0,2024-06-25 09:00:00,9,26,841.2099999999997
24.0,2024-06-25 10:00:00,10,16,995.9000000000001
24.0,2024-06-25 11:00:00,11,13,587.91
24.0,2024-06-25 12:00:00,12,16,761.62
24.0,2024-06-25 13:00:00,13,22,937.1
24.0,2024-06-25 14:00:00,14,22,840.25
24.0,2024-06-25 15:00:00,15,25,957.6700000000001
24.0,2024-06-25 16:00:00,16,13,545.26
24.0,2024-06-25 17:00:00,17,19,883.4499999999999
24.0,2024-06-25 18:00:00,18,22,889.93
24.0,2024-06-25 19:00:00,19,25,966.63
24.0,2024-06-25 20:00:00,20,17,653.45
24.0,2024-06-25 21:00:00,21,26,905.1800000000001
24.0,2024-06-25 22:00:00,22,25,858.2099999999999
24.0,2024-06-25 23:00:00,23,23,681.33
24.0,2024-06-26 00:00:00,0,9,285.0
24.0,2024-06-26 01:00:00,1,8,226.68
24.0,2024-06-26 02:00:00,2,5,288.44
24.0,2024-06-26 03:00:00,3,6,307.56999999999994
24.0,2024-06-26 04:00:00,4,12,500.53999999999996
24.0,2024-06-26 05:00:00,5,17,724.0500000000001
24.0,2024-06-26 06:00:00,6,17,927.7199999999998
24.0,2024-06-26 07:00:00,7,38,1977.4399999999996
24.0,2024-06-26 08:00:00,8,25,1476.56
24.0,2024-06-26 09:00:00,9,27,1152.4599999999998
24.0,2024-06-26 10:00:00,10,18,863.0999999999999
24.0,2024-06-26 11:00:00,11,32,1078.03
24.0,2024-06-26 12:00:00,12,16,745.53
24.0,2024-06-26 13:00:00,13,18,898.25
24.0,2024-06-26 14:00:00,14,28,1511.43
24.0,2024-06-26 15:00:00,15,23,1038.4099999999999
24.0,2024-06-26 16:00:00,16,29,948.88
24.0,2024-06-26 17:00:00,17,21,854.8399999999998
24.0,2024-06-26 18:00:00,18,29,1207.9999999999998
24.0,2024-06-26 19:00:00,19,20,642.0
24.0,2024-06-26 20:00:00,20,24,939.9499999999999
24.0,2024-06-26 21:00:00,21,34,1374.7900000000002
24.0,2024-06-26 22:00:00,22,26,801.67
24.0,2024-06-26 23:00:00,23,33,1157.87
24.0,2024-06-27 00:00:00,0,22,644.61
24.0,2024-06-27 01:00:00,1,9,249.45000000000002
24.0,2024-06-27 02:00:00,2,6,176.87
24.0,2024-06-27 03:00:00,3,4,290.18
24.0,2024-06-27 04:00:00,4,7,321.8
24.0,2024-06-27 05:00:00,5,11,764.71
24.0,2024-06-27 06:00:00,6,24,1379.9299999999998
24.0,2024-06-27 07:00:00,7,28,1452.8300000000002
24.0,2024-06-27 08:00:00,8,25,1325.93
24.0,2024-06-27 09:00:00,9,29,1429.9399999999998
24.0,2024-06-27 10:00:00,10,24,1265.84
24.0,2024-06-27 11:00:00,11,17,790.1399999999999
24.0,2024-06-27 12:00:00,12,16,953.3800000000001
24.0,2024-06-27 13:00:00,13,20,1016.6699999999998
24.0,2024-06-27 14:00:00,14,17,706.7600000000001
24.0,2024-06-27 15:00:00,15,21,783.03
24.0,2024-06-27 16:00:00,16,23,1401.66
24.0,2024-06-27 17:00:00,17,25,1228.5600000000002
24.0,2024-06-27 18:00:00,18,27,830.6600000000001
24.0,2024-06-27 19:00:00,19,26,1041.0
24.0,2024-06-27 20:00:00,20,19,599.3
24.0,2024-06-27 21:00:00,21,28,958.5600000000001
24.0,2024-06-27 22:00:00,22,36,1710.11
24.0,2024-06-27 23:00:00,23,28,1032.14
24.0,2024-06-28 00:00:00,0,25,928.45
24.0,2024-06-28 01:00:00,1,18,768.5400000000001
24.0,2024-06-28 02:00:00,2,19,761.1599999999999
24.0,2024-06-28 03:00:00,3,17,790.4599999999998
24.0,2024-06-28 04:00:00,4,22,1034.92
24.0,2024-06-28 05:00:00,5,13,556.3299999999999
24.0,2024-06-28 06:00:00,6,12,635.09
24.0,2024-06-28 07:00:00,7,34,1575.5600000000002
24.0,2024-06-28 08:00:00,8,28,1272.5200000000002
24.0,2024-06-28 09:00:00,9,17,602.27
24.0,2024-06-28 10:00:00,10,22,828.1200000000001
24.0,2024-06-28 11:00:00,11,29,1607.6000000000001
24.0,2024-06-28 12:00:00,12,26,1278.3300000000004
24.0,2024-06-28 13:00:00,13,31,1538.87
24.0,2024-06-28 14:00:00,14,27,1271.8799999999999
24.0,2024-06-28 15:00:00,15,25,846.64
24.0,2024-06-28 16:00:00,16,30,1315.8999999999999
24.0,2024-06-28 17:00:00,17,34,1455.6100000000001
24.0,2024-06-28 18:00:00,18,36,1746.5800000000002
24.0,2024-06-28 19:00:00,19,40,1787.3500000000001
24.0,2024-06-28 20:00:00,20,37,1501.0500000000004
24.0,2024-06-28 21:00:00,21,38,1318.1699999999998
24.0,2024-06-28 22:00:00,22,46,1460.06
24.0,2024-06-28 23:00:00,23,47,2142.44
24.0,2024-06-29 00:00:00,0,46,1874.05
24.0,2024-06-29 01:00:00,1,46,1809.4999999999995
24.0,2024-06-29 02:00:00,2,32,1514.15
24.0,2024-06-29 03:00:00,3,46,2517.7000000000003
24.0,2024-06-29 04:00:00,4,24,1648.6
24.0,2024-06-29 05:00:00,5,34,1805.9999999999995
24.0,2024-06-29 06:00:00,6,17,804.51
24.0,2024-06-29 07:00:00,7,20,1070.98
24.0,2024-06-29 08:00:00,8,22,923.56
24.0,2024-06-29 09:00:00,9,26,1193.27
24.0,2024-06-29 10:00:00,10,26,1463.5600000000004
24.0,2024-06-29 11:00:00,11,22,976.1600000000001
24.0,2024-06-29 12:00:00,12,35,1470.2
24.0,2024-06-29 13:00:00,13,39,1571.39
24.0,2024-06-29 14:00:00,14,24,909.7700000000001
24.0,2024-06-29 15:00:00,15,28,1235.31
24.0,2024-06-29 16:00:00,16,31,1289.8899999999994
24.0,2024-06-29 17:00:00,17,36,1282.8
24.0,2024-06-29 18:00:00,18,34,1498.0
24.0,2024-06-29 19:00:00,19,44,1789.5
24.0,2024-06-29 20:00:00,20,47,1886.1299999999994
24.0,2024-06-29 21:00:00,21,54,2086.53
24.0,2024-06-29 22:00:00,22,64,2554.8399999999997
24.0,2024-06-29 23:00:00,23,61,2376.129999999999
24.0,2024-06-30 00:00:00,0,40,1823.9199999999998
24.0,2024-06-30 01:00:00,1,56,2760.0000000000005
24.0,2024-06-30 02:00:00,2,39,1671.4500000000003
24.0,2024-06-30 03:00:00,3,57,3192.7399999999993
24.0,2024-06-30 04:00:00,4,41,2437.55
24.0,2024-06-30 05:00:00,5,38,2460.7799999999997
24.0,2024-06-30 06:00:00,6,28,1235.32
24.0,2024-06-30 07:00:00,7,36,1704.6599999999999
24.0,2024-06-30 08:00:00,8,26,1340.85
24.0,2024-06-30 09:00:00,9,23,1005.7800000000001
24.0,2024-06-30 10:00:00,10,36,1523.51
24.0,2024-06-30 11:00:00,11,30,1258.4500000000003
24.0,2024-06-30 12:00:00,12,32,1472.6200000000001
24.0,2024-06-30 13:00:00,13,24,849.1299999999999
24.0,2024-06-30 14:00:00,14,28,1165.4999999999998
24.0,2024-06-30 15:00:00,15,33,1465.8800000000003
24.0,2024-06-30 16:00:00,16,43,1566.0299999999995
24.0,2024-06-30 17:00:00,17,47,1842.9500000000003
24.0,2024-06-30 18:00:00,18,52,2088.9100000000008
24.0,2024-06-30 19:00:00,19,41,2010.3300000000004
24.0,2024-06-30 20:00:00,20,35,1384.8100000000002
24.0,2024-06-30 21:00:00,21,30,1221.28
24.0,2024-06-30 22:00:00,22,36,1708.73
24.0,2024-06-30 23:00:00,23,35,1584.9599999999998
25.0,2024-06-01 00:00:00,0,17,662.9
25.0,2024-06-01 01:00:00,1,16,612.6299999999999
25.0,2024-06-01 02:00:00,2,10,466.46999999999997
25.0,2024-06-01 03:00:00,3,7,369.99999999999994
25.0,2024-06-01 04:00:00,4,5,247.56999999999996
25.0,2024-06-01 05:00:00,5,8,373.25
25.0,2024-06-01 06:00:00,6,21,1189.8
25.0,2024-06-01 07:00:00,7,19,686.5400000000001
25.0,2024-06-01 08:00:00,8,35,1384.5999999999997
25.0,2024-06-01 09:00:00,9,25,860.21
25.0,2024-06-01 10:00:00,10,24,1000.3199999999998
25.0,2024-06-01 11:00:00,11,19,698.9399999999999
25.0,2024-06-01 12:00:00,12,28,1195.7
25.0,2024-06-01 13:00:00,13,26,940.4699999999999
25.0,2024-06-01 14:00:00,14,31,1240.87
25.0,2024-06-01 15:00:00,15,33,1677.0600000000002
25.0,2024-06-01 16:00:00,16,33,1146.6100000000004
25.0,2024-06-01 17:00:00,17,25,901.0299999999999
25.0,2024-06-01 18:00:00,18,29,1053.48
25.0,2024-06-01 19:00:00,19,26,1029.3
25.0,2024-06-01 20:00:00,20,23,711.18
25.0,2024-06-01 21:00:00,21,20,1007.88
25.0,2024-06-01 22:00:00,22,25,1143.39
25.0,2024-06-01 23:00:00,23,30,1114.5399999999997
25.0,2024-06-02 00:00:00,0,19,644.0
25.0,2024-06-02 01:00:00,1,18,690.82
25.0,2024-06-02 02:00:00,2,13,498.65999999999997
25.0,2024-06-02 03:00:00,3,11,394.33
25.0,2024-06-02 04:00:00,4,8,347.97
25.0,2024-06-02 05:00:00,5,5,227.74
25.0,2024-06-02 06:00:00,6,7,280.02
25.0,2024-06-02 07:00:00,7,17,591.92
25.0,2024-06-02 08:00:00,8,20,658.74
25.0,2024-06-02 09:00:00,9,21,811.8
25.0,2024-06-02 10:00:00,10,33,1162.84
25.0,2024-06-02 11:00:00,11,25,946.65
25.0,2024-06-02 12:00:00,12,14,357.9200000000001
25.0,2024-06-02 13:00:00,13,24,1096.8300000000002
25.0,2024-06-02 14:00:00,14,20,779.2299999999999
25.0,2024-06-02 15:00:00,15,17,691.9000000000001
25.0,2024-06-02 16:00:00,16,18,710.74
25.0,2024-06-02 17:00:00,17,37,1710.33
25.0,2024-06-02 18:00:00,18,17,680.17
25.0,2024-06-02 19:00:00,19,27,1177.2199999999998
25.0,2024-06-02 20:00:00,20,21,1214.13
25.0,2024-06-02 21:00:00,21,19,640.88
25.0,2024-06-02 22:00:00,22,10,318.38000000000005
25.0,2024-06-02 23:00:00,23,18,628.6800000000001
25.0,2024-06-03 00:00:00,0,14,472.03000000000003
25.0,2024-06-03 01:00:00,1,9,265.4
25.0,2024-06-03 02:00:00,2,5,123.05999999999999
25.0,2024-06-03 03:00:00,3,3,133.62
25.0,2024-06-03 04:00:00,4,9,583.3
25.0,2024-06-03 05:00:00,5,13,598.83
25.0,2024-06-03 06:00:00,6,18,1069.03
25.0,2024-06-03 07:00:00,7,37,1721.2399999999998
25.0,2024-06-03 08:00:00,8,46,1878.7099999999996
25.0,2024-06-03 09:00:00,9,28,1270.6599999999999
25.0,2024-06-03 10:00:00,10,14,402.86
25.0,2024-06-03 11:00:00,11,21,773.2500000000001
25.0,2024-06-03 12:00:00,12,29,994.42
25.0,2024-06-03 13:00:00,13,30,1187.05
25.0,2024-06-03 14:00:00,14,32,1456.4699999999996
25.0,2024-06-03 15:00:00,15,21,745.4900000000002
25.0,2024-06-03 16:00:00,16,17,666.95
25.0,2024-06-03 17:00:00,17,17,463.12000000000006
25.0,2024-06-03 18:00:00,18,20,669.45
25.0,2024-06-03 19:00:00,19,11,461.2799999999999
25.0,2024-06-03 20:00:00,20,8,312.23
25.0,2024-06-03 21:00:00,21,12,335.73
25.0,2024-06-03 22:00:00,22,11,385.1
25.0,2024-06-03 23:00:00,23,15,521.6600000000001
25.0,2024-06-04 00:00:00,0,7,184.53
25.0,2024-06-04 01:00:00,1,7,153.32999999999998
25.0,2024-06-04 02:00:00,2,6,430.48
25.0,2024-06-04 03:00:00,3,3,68.16
25.0,2024-06-04 04:00:00,4,6,343.06
25.0,2024-06-04 05:00:00,5,13,519.53
25.0,2024-06-04 06:00:00,6,18,701.5799999999999
25.0,2024-06-04 07:00:00,7,41,1528.7200000000003
25.0,2024-06-04 08:00:00,8,41,1732.83
25.0,2024-06-04 09:00:00,9,31,1343.04
25.0,2024-06-04 10:00:00,10,27,1148.68
25.0,2024-06-04 11:00:00,11,18,864.1199999999999
25.0,2024-06-04 12:00:00,12,22,959.33
25.0,2024-06-04 13:00:00,13,29,1240.8199999999997
25.0,2024-06-04 14:00:00,14,25,1164.06
25.0,2024-06-04 15:00:00,15,29,879.3900000000001
25.0,2024-06-04 16:00:00,16,26,1096.3799999999999
25.0,2024-06-04 17:00:00,17,25,1108.51
25.0,2024-06-04 18:00:00,18,25,795.78
25.0,2024-06-04 19:00:00,19,19,1096.69
25.0,2024-06-04 20:00:00,20,18,569.3499999999999
25.0,2024-06-04 21:00:00,21,22,856.1100000000001
25.0,2024-06-04 22:00:00,22,15,491.68999999999994
25.0,2024-06-04 23:00:00,23,9,302.15999999999997
25.0,2024-06-05 00:00:00,0,10,266.52000000000004
25.0,2024-06-05 01:00:00,1,10,320.01
25.0,2024-06-05 02:00:00,2,3,116.62
25.0,2024-06-05 03:00:00,3,4,169.31
25.0,2024-06-05 04:00:00,4,3,145.6
25.0,2024-06-05 05:00:00,5,11,428.53999999999996
25.0,2024-06-05 06:00:00,6,25,1034.83
25.0,2024-06-05 07:00:00,7,36,1365.0300000000002
25.0,2024-06-05 08:00:00,8,48,1799.3500000000004
25.0,2024-06-05 09:00:00,9,31,963.0
