LocationID,hour,cx,cy,cluster_id,intensity_hour,avg_fare_hour,avg_duration_min_hour
234,21,-73.99045782354732,40.74033744175701,2,14482,41.97358926919519,20.86041473943879
61,21,-73.93928705867957,40.67446941826645,4,14459,21.732704955998145,17.353203643662187
249,23,-74.00287495910837,40.73457600733176,2,14437,38.96406654343808,20.363293284041898
132,13,-73.78653298334986,40.64698489239521,1,14327,95.2967111534795,53.12956784238958
68,19,-73.99991742024712,40.74842755506573,2,14279,42.523249286393906,22.813495084046938
231,20,-74.00787970866399,40.717772736265154,2,14186,38.66343331795109,20.215128441778187
68,22,-73.99991742024712,40.74842755506573,2,14185,48.370528356761994,23.488528033608016
249,21,-74.00287495910837,40.73457600733176,2,14103,40.02008482563619,20.90462613886271
132,1,-73.78653298334986,40.64698489239521,1,14004,77.03218823529411,32.57329411764706
61,16,-73.93928705867957,40.67446941826645,4,13964,24.260038004750594,21.039390340459224
234,22,-73.99045782354732,40.74033744175701,2,13908,41.96356023506366,20.556390793339865
37,22,-73.92224002165723,40.69499431844213,5,13822,25.088123262279886,18.425455668829162
230,20,-73.9841964890757,40.75981761719184,2,13789,52.03635089415177,24.161019816336395
255,18,-73.95741813122186,40.718803918129915,3,13724,31.74582390555829,23.274987702902116
148,21,-73.99089626184735,40.71893835938025,2,13723,34.63686339838173,20.087712200539425
37,0,-73.92224002165723,40.69499431844213,5,13596,23.560830875122914,16.950499836119306
