cluster_id,time_bin,trip_count,avg_fare,avg_tip,algo_version
0,23,28121,68.186308630394,,enhanced
0,21,27234,69.77106567235988,,enhanced
1,22,26314,85.44324324324324,,enhanced
0,20,26257,70.43200456736868,,enhanced
1,23,25469,85.69476092544987,,enhanced
0,18,25247,76.4172311333158,,enhanced
0,10,25227,79.06637589214908,,enhanced
0,19,25051,72.3269366479551,,enhanced
0,14,24805,84.84009320905459,,enhanced
0,22,23892,67.51881322957199,,enhanced
0,16,23876,86.07030962343096,,enhanced
1,0,23713,82.70695448275863,,enhanced
0,15,23513,85.07698238521513,,enhanced
0,17,23265,81.83930152342627,,enhanced
0,13,22394,79.63827043090637,,enhanced
1,21,22351,88.9396664681358,,enhanced
1,20,22257,90.99174814814816,,enhanced
1,16,21719,102.7392409638554,,enhanced
1,19,21273,91.9846647869674,,enhanced
0,12,20875,78.62103743654822,,enhanced
0,22,20545,56.98660415271266,,enhanced
1,15,20330,101.08811509860976,,enhanced
0,0,20175,67.28705548128342,,enhanced
0,11,20006,78.96407747866053,,enhanced
1,18,19594,96.79541081460675,,enhanced
1,17,19336,100.18634229329705,,enhanced
0,22,19276,34.82477555248619,,enhanced
0,23,18684,34.353666782851164,,enhanced
0,9,18670,77.67337620578778,,enhanced
0,21,18557,54.87925680390789,,enhanced
0,21,18489,56.51621899362154,,enhanced
0,0,18026,34.841654188948304,,enhanced
0,21,17772,32.50157116451017,,enhanced
0,20,17660,51.753524590163934,,enhanced
0,23,17377,33.11135996926623,,enhanced
0,1,17370,33.3444027831465,,enhanced
0,0,17365,36.970434945631794,,enhanced
1,14,17222,98.00052403467296,,enhanced
0,22,17167,53.59592854338437,,enhanced
0,21,16589,47.17826016915022,,enhanced
0,23,16565,36.38306295399516,,enhanced
0,22,16538,33.21649637972647,,enhanced
0,1,16444,37.35837540716612,,enhanced
0,19,16291,45.961940928270046,,enhanced
0,23,16288,50.42035236938032,,enhanced
0,22,16091,44.701030042918454,,enhanced
0,18,16072,41.195065428450825,,enhanced
0,18,16039,47.22847986852917,,enhanced
0,18,15909,23.25784413384159,,enhanced
0,20,15688,42.053033949290935,,enhanced
0,22,15659,35.81913665943601,,enhanced
0,17,15652,52.280954214805305,,enhanced
0,22,15563,22.70964035087719,,enhanced
0,21,15516,43.25141146278871,,enhanced
0,17,15488,43.979808184143224,,enhanced
0,19,15445,22.971546700942586,,enhanced
0,22,15408,40.72208668453977,,enhanced
0,0,15340,32.8380459770115,,enhanced
0,17,15266,24.623717834960072,,enhanced
0,22,15075,47.72298695652174,,enhanced
0,19,15054,39.1666784765279,,enhanced
0,23,14989,21.887178919397694,,enhanced
0,20,14963,31.25453839122486,,enhanced
0,19,14946,36.246497854077255,,enhanced
0,18,14933,43.81647214854112,,enhanced
0,21,14825,30.894860666971223,,enhanced
0,19,14790,30.28690943043884,,enhanced
0,23,14759,24.781953671328672,,enhanced
0,18,14687,40.19013308857274,,enhanced
0,2,14685,33.553666053357865,,enhanced
0,21,14646,47.5761876155268,,enhanced
0,21,14482,41.97358926919519,,enhanced
0,21,14459,21.732704955998145,,enhanced
0,23,14437,38.96406654343808,,enhanced
1,13,14327,95.2967111534795,,enhanced
0,19,14279,42.523249286393906,,enhanced
0,20,14186,38.66343331795109,,enhanced
0,22,14185,48.370528356761994,,enhanced
0,21,14103,40.02008482563619,,enhanced
1,1,14004,77.03218823529411,,enhanced
0,16,13964,24.26003800475059,,enhanced
0,22,13908,41.96356023506366,,enhanced
0,22,13822,25.08812326227989,,enhanced
0,20,13789,52.03635089415177,,enhanced
0,18,13724,31.74582390555829,,enhanced
0,21,13723,34.63686339838173,,enhanced
0,0,13596,23.56083087512291,,enhanced
0,2,13569,36.74703235591507,,enhanced
0,19,13525,28.83939528023599,,enhanced
1,7,13515,89.8847649678377,,enhanced
0,15,13464,25.148873309964948,,enhanced
0,20,13462,22.363023606228023,,enhanced
0,22,13412,31.013289804118532,,enhanced
0,19,13400,35.91979466119096,,enhanced
0,16,13303,53.731394984326016,,enhanced
0,20,13289,41.235360201511334,,enhanced
0,22,13288,30.9046703573226,,enhanced
0,20,13215,39.534901041666664,,enhanced
0,23,13192,29.63262461851475,,enhanced
0,23,13190,46.84754966887417,,enhanced
0,16,13123,44.82863042341872,,enhanced
0,18,13103,39.01817391304347,,enhanced
0,22,13083,48.73736520854527,,enhanced
0,20,13036,28.405139175257737,,enhanced
0,18,13033,32.945572597137016,,enhanced
0,0,12920,29.605172413793102,,enhanced
0,23,12904,29.99214174857734,,enhanced
0,18,12885,49.50314152410575,,enhanced
0,17,12866,49.21515002727769,,enhanced
0,23,12764,24.50528895768834,,enhanced
1,11,12669,87.13272921108742,,enhanced
0,22,12666,45.697569948186526,,enhanced
0,22,12626,30.228484530676457,,enhanced
1,6,12625,84.32880086814976,,enhanced
0,19,12607,47.16071618037135,,enhanced
0,23,12605,48.99150026136958,,enhanced
0,0,12597,24.977667920472864,,enhanced
0,21,12596,43.70570422535211,,enhanced
0,17,12592,47.00656842105263,,enhanced
0,20,12568,42.15928030303031,,enhanced
0,20,12554,48.72080107526882,,enhanced
0,23,12511,44.35639034627492,,enhanced
0,21,12501,29.15126708727655,,enhanced
0,15,12432,46.78731343283582,,enhanced
0,19,12408,38.19726020137784,,enhanced
1,12,12406,90.6533099352052,,enhanced
0,18,12393,28.672682137075014,,enhanced
0,0,12384,21.13303699613473,,enhanced
0,23,12384,41.8363110403397,,enhanced
0,0,12360,39.23374186550976,,enhanced
0,17,12332,33.19490077177508,,enhanced
0,17,12317,54.44387114845938,,enhanced
0,14,12286,26.52039365773647,,enhanced
0,18,12284,41.239514721919306,,enhanced
0,15,12257,58.52100225225225,,enhanced
0,0,12236,43.90791501416431,,enhanced
0,8,12179,76.31189773326305,,enhanced
0,21,12174,24.62995132504056,,enhanced
0,23,12167,30.94874451754386,,enhanced
0,15,12105,21.205979097909793,,enhanced
0,9,12104,26.271583937534857,,enhanced
0,23,12090,33.795172792100935,,enhanced
0,16,12056,20.234339414040907,,enhanced
0,22,12048,28.685762430939224,,enhanced
0,17,12011,20.664621802002223,,enhanced
0,8,12002,21.37049537289058,,enhanced
0,17,12000,30.7328355704698,,enhanced
0,19,11970,34.92869686800895,,enhanced
1,8,11956,84.57284633294528,,enhanced
0,18,11928,38.768041294642856,,enhanced
0,18,11908,27.66140509915014,,enhanced
0,17,11897,39.745739678899085,,enhanced
0,19,11896,27.88617795187465,,enhanced
0,21,11862,48.775462091864966,,enhanced
0,1,11826,25.866557017543855,,enhanced
0,14,11806,22.02910099889012,,enhanced
0,8,11785,26.854457831325306,,enhanced
0,0,11765,30.129757842597687,,enhanced
0,21,11629,28.360784424379233,,enhanced
0,1,11534,31.13662700773349,,enhanced
0,23,11530,44.764309229864786,,enhanced
0,1,11513,26.2365889212828,,enhanced
0,19,11463,26.49317851147174,,enhanced
0,18,11458,25.005332588038012,,enhanced
0,14,11421,54.81775606867969,,enhanced
0,20,11384,32.45448571428572,,enhanced
0,23,11384,41.458767942583734,,enhanced
0,22,11382,26.051531690140845,,enhanced
0,7,11379,21.76045563549161,,enhanced
0,21,11368,28.80794739851343,,enhanced
0,20,11344,36.7503734439834,,enhanced
0,18,11314,44.488145065398335,,enhanced
1,10,11275,81.42098133654424,,enhanced
0,13,11267,26.33025114155251,,enhanced
0,1,11267,30.86992390615092,,enhanced
0,2,11241,38.78045002922268,,enhanced
0,10,11223,25.431324863883848,,enhanced
0,21,11214,45.28802197802198,,enhanced
0,19,11214,24.191894031668696,,enhanced
0,16,11174,49.204327380952385,,enhanced
0,20,11098,27.30860395446375,,enhanced
0,14,11096,46.648842424242424,,enhanced
0,0,11056,38.26115547489413,,enhanced
0,20,10986,23.718116695551704,,enhanced
0,22,10964,29.033224149004496,,enhanced
0,16,10950,46.74627267407841,,enhanced
0,20,10918,51.804122137404576,,enhanced
0,18,10917,42.97596352583587,,enhanced
0,12,10907,26.278771704180063,,enhanced
0,18,10894,21.40997578692494,,enhanced
0,17,10882,30.997568058076222,,enhanced
0,20,10880,39.045731785944554,,enhanced
0,11,10861,56.14661378889567,,enhanced
0,18,10850,24.815138803207898,,enhanced
0,18,10802,40.4222875,,enhanced
0,18,10798,27.70032667876588,,enhanced
0,15,10793,47.47912991656734,,enhanced
0,19,10764,32.36322168087698,,enhanced
0,17,10759,41.22605111821086,,enhanced
0,22,10714,21.759830917874396,,enhanced
0,13,10701,49.41585161290323,,enhanced
0,19,10657,39.00289987789988,,enhanced
0,14,10632,48.26780240658645,,enhanced
0,17,10623,45.593932655654385,,enhanced
0,11,10618,25.499183027232423,,enhanced
0,19,10604,43.24691456668715,,enhanced
0,21,10600,52.4317331589274,,enhanced
0,18,10583,43.07280356007629,,enhanced
0,20,10571,26.5974144486692,,enhanced
0,8,10570,24.98741002570694,,enhanced
0,13,10554,54.36989873417722,,enhanced
0,19,10553,33.956801302931595,,enhanced
0,10,10535,54.02258224705152,,enhanced
0,14,10534,52.0653886925795,,enhanced
0,16,10526,42.53826419910658,,enhanced
0,19,10516,45.08241576605213,,enhanced
0,16,10465,59.45603359173127,,enhanced
1,9,10441,86.74196960101331,,enhanced
0,16,10434,33.333381430363865,,enhanced
0,17,10424,35.64133542319749,,enhanced
0,13,10408,45.39457106274008,,enhanced
0,13,10393,21.640877513711153,,enhanced
0,19,10372,20.74694389438944,,enhanced
0,17,10346,25.713983428935627,,enhanced
0,17,10341,48.542013114754106,,enhanced
0,3,10329,35.51698586118252,,enhanced
0,20,10319,28.83446582614466,,enhanced
0,15,10317,50.053394615889694,,enhanced
0,0,10307,41.71728459530026,,enhanced
0,23,10300,45.77822824716267,,enhanced
0,17,10292,51.33219765929779,,enhanced
0,9,10268,21.6863438101347,,enhanced
0,19,10268,28.17747493734336,,enhanced
0,17,10268,26.630292249047017,,enhanced
0,16,10264,31.452066167290887,,enhanced
0,0,10258,30.945089463220675,,enhanced
0,19,10257,24.09751463890696,,enhanced
0,18,10231,22.847531857813543,,enhanced
0,1,10218,35.712027559055116,,enhanced
0,23,10215,39.626788079470195,,enhanced
0,21,10180,40.09310723514212,,enhanced
0,9,10162,50.92994155844155,,enhanced
0,2,10133,27.9678362183755,,enhanced
0,19,10128,22.925277044854884,,enhanced
0,15,10108,31.51165676567657,,enhanced
0,13,10097,43.93384967320261,,enhanced
0,3,10096,46.11926623376623,,enhanced
0,12,10071,43.26887788778878,,enhanced
0,17,10068,42.04073154362416,,enhanced
0,15,10063,45.627131997235665,,enhanced
0,22,10031,46.85330661322645,,enhanced
0,0,10023,42.38551192145862,,enhanced
0,22,9976,41.687304460245635,,enhanced
0,21,9976,26.74382472826087,,enhanced
0,23,9974,22.16259165613148,,enhanced
0,22,9933,21.7095046854083,,enhanced
0,11,9906,46.9051455026455,,enhanced
0,18,9893,28.892588996763756,,enhanced
0,17,9891,30.483211267605636,,enhanced
0,22,9890,25.23306258322237,,enhanced
0,21,9877,37.87505141388175,,enhanced
0,12,9869,59.89789938817131,,enhanced
0,22,9862,49.91054431263084,,enhanced
0,12,9862,22.2156077904634,,enhanced
0,7,9832,30.52479293957909,,enhanced
0,19,9832,26.96122748498999,,enhanced
0,9,9827,24.008890410958905,,enhanced
0,3,9820,37.29610655737705,,enhanced
0,12,9808,45.68892458100559,,enhanced
0,22,9804,37.90377746279235,,enhanced
0,19,9804,32.1124386825508,,enhanced
0,14,9803,46.38441176470588,,enhanced
0,21,9793,28.428022053756028,,enhanced
0,22,9772,28.770793650793653,,enhanced
0,19,9767,38.7861673414305,,enhanced
0,21,9758,24.28381673881674,,enhanced
0,12,9750,52.38902102496715,,enhanced
0,1,9730,36.62560677966101,,enhanced
0,23,9711,30.512041360907272,,enhanced
0,2,9701,30.791491712707185,,enhanced
0,19,9676,34.092483311081445,,enhanced
0,21,9652,45.35164889836531,,enhanced
0,11,9647,42.368559941520466,,enhanced
0,22,9647,40.13527449617791,,enhanced
0,20,9612,39.35525316455696,,enhanced
0,20,9611,21.19829131652661,,enhanced
0,21,9601,21.18572733661279,,enhanced
0,18,9573,33.66747013352073,,enhanced
0,18,9563,33.82684782608696,,enhanced
0,17,9546,25.279790502793293,,enhanced
0,8,9542,51.411627576403696,,enhanced
0,15,9475,36.06526754690757,,enhanced
0,16,9467,45.53430316091954,,enhanced
0,21,9467,22.490177252584935,,enhanced
0,23,9463,32.665291695264244,,enhanced
0,18,9450,24.996606772633033,,enhanced
0,16,9413,27.808599303135885,,enhanced
0,18,9405,38.77419515669516,,enhanced
0,21,9397,25.0695830437804,,enhanced
0,22,9389,36.15659685863874,,enhanced
0,18,9380,25.264985935302388,,enhanced
0,22,9374,22.961875,,enhanced
0,10,9372,21.191474452554743,,enhanced
0,20,9369,24.305913902611152,,enhanced
0,21,9365,34.529767610748,,enhanced
0,16,9360,44.80492494639028,,enhanced
0,8,9357,39.40092002830856,,enhanced
0,21,9357,39.33296864111498,,enhanced
0,0,9354,38.40865136298422,,enhanced
0,23,9343,21.454353970390308,,enhanced
0,20,9342,35.85396984924623,,enhanced
0,8,9341,26.22867884750527,,enhanced
0,23,9340,25.262235741444865,,enhanced
0,14,9306,32.09222302158273,,enhanced
0,14,9301,64.99662162162163,,enhanced
0,18,9279,23.85799295774648,,enhanced
0,15,9268,45.29311206281228,,enhanced
0,7,9263,26.09519023689878,,enhanced
0,18,9251,34.68217037037037,,enhanced
0,17,9227,42.41442537313433,,enhanced
0,15,9225,63.171925820256774,,enhanced
0,23,9216,21.682439716312057,,enhanced
0,17,9208,23.257941176470588,,enhanced
0,18,9206,36.307087988826815,,enhanced
0,12,9205,41.72342086586232,,enhanced
0,21,9204,27.17487071977638,,enhanced
0,20,9194,21.47826909090909,,enhanced
0,22,9191,44.6283870967742,,enhanced
0,20,9187,32.63753256150507,,enhanced
0,14,9179,46.42575207860922,,enhanced
0,16,9163,24.58413916786227,,enhanced
0,1,9140,28.736291814946615,,enhanced
0,0,9139,37.66183308494784,,enhanced
0,8,9137,41.43773255813954,,enhanced
0,15,9133,46.28648068669528,,enhanced
0,19,9116,24.32510560815732,,enhanced
0,13,9114,43.780653266331655,,enhanced
0,21,9102,42.53294927536232,,enhanced
0,9,9097,39.452527553269654,,enhanced
0,17,9097,44.19994038748137,,enhanced
0,15,9089,28.68325991189427,,enhanced
0,0,9073,37.03109329446064,,enhanced
0,16,9056,49.80924907063197,,enhanced
0,13,9054,60.41489161849712,,enhanced
0,16,9054,30.807519142419604,,enhanced
0,1,9049,40.5586406362979,,enhanced
0,0,9041,38.52674597083653,,enhanced
0,15,9023,26.229612573099416,,enhanced
0,11,9009,50.106115942028985,,enhanced
0,9,9002,38.30145211930927,,enhanced
0,10,9001,42.951045751633984,,enhanced
0,9,8999,40.65126536514823,,enhanced
0,19,8996,24.146228269085412,,enhanced
0,12,8992,49.6715407190022,,enhanced
0,14,8992,36.8002002967359,,enhanced
0,16,8991,38.4226443768997,,enhanced
0,17,8989,27.111467823571942,,enhanced
0,22,8985,44.28530672579453,,enhanced
0,16,8983,25.38580527086384,,enhanced
0,12,8966,41.96814440433213,,enhanced
0,14,8958,26.57861191860465,,enhanced
0,8,8951,22.75794207317073,,enhanced
0,20,8950,27.528019145802652,,enhanced
0,17,8947,26.488132440476193,,enhanced
0,11,8942,21.506153846153847,,enhanced
0,10,8935,42.353215926493114,,enhanced
0,14,8934,46.56491704374057,,enhanced
0,0,8905,28.295417888563048,,enhanced
0,17,8904,25.68382946896036,,enhanced
0,13,8870,44.53202660406886,,enhanced
0,21,8858,45.04699064074874,,enhanced
0,17,8856,24.30666405023548,,enhanced
0,18,8854,23.302505478451423,,enhanced
0,18,8818,23.705073586367156,,enhanced
0,8,8809,39.7678517397882,,enhanced
0,13,8798,31.90750960799385,,enhanced
0,13,8793,44.886688453159046,,enhanced
0,22,8790,25.329089563286452,,enhanced
0,16,8783,24.591152358855375,,enhanced
0,11,8747,41.51415241057543,,enhanced
0,9,8745,25.798422712933753,,enhanced
0,15,8740,46.963628447024675,,enhanced
0,14,8731,28.503475783475785,,enhanced
0,1,8718,22.49722178988327,,enhanced
0,19,8704,25.370022556390975,,enhanced
